ABS_IDCOMP,ZAFRA,TCHPRED_2Meses,TCHPRED_4Meses,TCHPRED_6Meses,TCHPRED_8Meses,TCHPRED_10Meses
GT01-0010505-3401,24-25,105.48894391741071,118.99812970842635,120.59977585359317,106.40513407389324,115.36197396022679
GT01-0010655-0311,24-25,101.49754987444196,131.96734837123324,123.5164037199171,133.36993916829428,123.94175392474331
GT01-0010015-0601,24-25,126.52599443708147,119.4673581804548,122.29866141182924,131.2272939046224,125.87617350435085
GT01-0010618-0302,24-25,83.76755087716238,95.01333291190011,92.53717264048578,97.75721944173176,96.64610492468883
GT01-0010011-0204,24-25,107.41479274204798,108.63680594308035,112.58458014843094,110.47653452555339,115.88297927313447
GT01-0010594-1501,24-25,115.09840829031806,121.72553471156527,107.90977475335447,113.71553904215494,119.85089681824243
GT01-0010575-0502,24-25,88.87499346051897,88.73029218401227,85.99726344447387,93.21919403076171,92.39972403724575
GT01-0010221-0101,24-25,111.59269278390066,117.72232055664061,135.88541075572334,116.7274881998698,112.03152757981005
GT01-0010807-0103,24-25,80.14255959647042,101.26606532505579,102.32625615338173,101.57525278727213,110.07698610702714
GT01-0010108-0102,24-25,109.62833840506417,106.77620479038782,101.52766898118026,97.3461700439453,113.61153930011464
GT01-0010059-0606,24-25,104.01029750279018,128.69292776925224,129.77735192349934,118.26046396891275,113.32414739556478
GT01-0010001-0104,24-25,91.2886014665876,90.07016972133091,89.05951835517044,92.6397939046224,86.71896461136065
GT01-0010514-0601,24-25,95.23575265066964,102.97158704485211,95.20108790113326,101.02259470621743,95.04605749661054
GT01-0010356-0101,24-25,111.85460553850446,103.45305633544922,113.96731743503396,111.00361989339191,107.18158923856153
GT01-0010594-1301,24-25,103.96654946463448,122.55611528669084,111.05042416406854,121.77972768147787,123.9102139163693
GT01-0010008-1201,24-25,109.29314858572823,102.85465567452567,123.33217846271951,112.85688629150391,111.92065721302802
GT01-0010807-0101,24-25,87.39823041643415,102.38850729806083,102.48667069951718,92.69871063232421,109.8281972330041
GT01-0010004-1602,24-25,103.23274775913782,97.34605407714844,104.68809577425071,96.5372833251953,92.20129481700951
GT01-0010123-0312,24-25,115.83080182756696,125.52583857945032,123.45164602981188,111.48087819417317,96.74406433612502
GT01-0010594-1401,24-25,99.36317443847655,124.53881399972099,110.20044392037397,117.8891098022461,122.58494748129772
GT01-0010360-0101,24-25,108.7641372680664,100.31944492885044,123.39874801441897,115.37020009358724,119.02043607491501
GT01-0010124-1301,24-25,108.4101791381836,100.04470498221261,99.26312112239627,108.37273000081379,100.21325132485448
GT01-0010056-0103,24-25,89.88514927455356,83.7016165597098,103.8016959724587,95.41006571451823,106.60464754313044
GT01-0010567-0203,24-25,118.26308332170758,111.66794368198939,111.92009562701308,116.82812856038412,99.20806983451233
GT01-0010114-0210,24-25,125.3920669555664,127.93959590366909,129.78018226674567,123.77211303710938,116.05195192181644
GT01-0010220-0202,24-25,100.81241716657365,130.56569998604908,122.89620111354836,101.64725850423177,101.6379078978991
GT01-0010651-0502,24-25,87.48752920968192,86.7035424368722,91.7287405365105,87.12068328857421,79.15859241165717
GT01-0010031-0103,24-25,115.35945892333984,118.50413513183594,135.98669902973913,132.48060506184896,109.66493989554854
GT01-0010055-0901,24-25,109.98090144566126,118.8945072719029,134.63283330355182,119.89685974121095,113.03669113962212
GT01-0010911-3302,24-25,120.64220646449498,89.69708251953125,100.73911013155734,103.03841807047527,99.84620843880876
GT01-0010112-1503,24-25,108.13208988734654,103.55041830880302,128.02320533262784,124.65494181315104,101.29498808445616
GT01-0010651-0701,24-25,87.87980215890066,80.35496194022042,85.09787231348874,74.49610697428386,81.91565345516953
GT01-0010001-1006,24-25,96.88795035226003,88.609009878976,110.1849258905525,96.01844177246093,92.84524629420596
GT01-0010640-0202,24-25,123.44574083600725,134.1657257080078,130.03479194316805,134.77902425130208,122.67767147308632
GT01-0010558-0402,24-25,123.88402557373045,117.87028394426619,108.640877905939,108.95001576741535,112.78178545980782
GT01-0010907-0201,24-25,97.54845755440847,90.2075707571847,102.0100166090125,101.84725240071614,91.2149513645118
GT01-0010051-1402,24-25,110.35553414481028,95.2118922642299,112.46476402294974,122.07538197835287,107.46496462025954
GT01-0010205-0301,24-25,75.2628457205636,85.55427333286829,86.22396158539435,91.58798065185547,97.28013665778701
GT01-0010108-0209,24-25,114.67349570138114,102.9384525844029,117.62543494696013,121.4294423421224,119.0182148613817
GT01-0010113-0403,24-25,107.96101488385881,124.51778084891183,109.06243353719718,125.59099782307942,118.70066382384613
GT01-0010008-0701,24-25,124.70916203090123,129.80802481515067,108.0763954845205,112.4569590250651,103.36823786821851
GT01-0010056-1201,24-25,95.00889914376394,97.5385992867606,106.79191471704777,96.34322865804037,111.72979427306645
GT01-0010558-0101,24-25,114.62377602713447,126.94635009765625,120.80126967581272,120.59132588704426,127.89119229065982
GT01-0010567-0206,24-25,118.29093824114118,118.07477460588728,114.61115360475856,118.55191294352213,99.76037854553988
GT01-0010907-0202,24-25,96.43498992919922,86.17706625802177,106.66885829875004,96.34665476481119,95.78417428356646
GT01-0010113-0203,24-25,100.43223026820591,117.1555404663086,116.58253413001077,110.79106038411459,94.30820538841677
GT01-0010829-0403,24-25,107.71946280343191,90.38224029541016,87.37351069765072,94.92741088867187,99.1121948721288
GT01-0010056-1601,24-25,99.3394557407924,88.28526197160994,97.35081458753524,94.43451334635417,111.582676360831
GT01-0010678-0306,24-25,107.87977600097655,111.8471439906529,116.57829295839099,116.24666341145833,115.84529906506376
GT01-0010110-1101,24-25,102.68645041329519,106.78246416364397,108.890631556179,113.85291239420572,111.6761365901132
GT01-0010008-1603,24-25,107.97393035888672,118.61279296875,115.1687344874772,117.29369557698567,102.81685739341896
GT01-0010123-0104,24-25,125.42098672049386,113.64498901367188,115.51760406421644,103.13462727864584,118.81074808915987
GT01-0010125-0701,24-25,110.66231427873885,116.87792532784597,124.54611921295141,119.91152598063151,111.13566186094346
GT01-0010056-0602,24-25,93.56586783272878,91.40970938546317,113.88979928011153,84.61634470621746,104.36494312517434
GT01-0010059-0605,24-25,113.11325291224888,143.66377694266183,127.52373901328511,118.98921051025391,100.84039552230439
GT01-0010051-3807,24-25,114.44950648716518,94.61197008405412,117.33538263883698,120.64028778076172,89.4322577783274
GT01-0010101-0109,24-25,114.6561769757952,96.65511431012834,114.60254191231145,108.00336049397787,121.0006724319937
GT01-0010061-0103,24-25,102.76630510602679,128.1532254900251,124.07255820757891,117.71671142578126,106.93995777230687
GT01-0010122-0104,24-25,103.53153773716517,108.7133047921317,113.8979645202842,111.19168955485026,94.60532429247645
GT01-0010059-0501,24-25,95.78054591587612,103.66257040841239,128.4749339366398,111.81353963216145,117.86286950832162
GT01-0010136-0501,24-25,121.09558541434151,112.819217136928,127.69555541948147,110.77541707356771,121.87813400065689
GT01-0010059-0408,24-25,108.04991803850447,78.80191911969865,117.01379297267749,106.20914967854817,98.13263788247139
GT01-0010594-0401,24-25,132.51163482666016,127.29010881696428,118.86542442984954,127.74697774251302,124.95791692494998
GT01-0010004-1603,24-25,116.67120579310824,110.08948407854352,129.7863230901688,111.466064453125,121.0972054815106
GT01-0010061-0201,24-25,105.1086938040597,108.57619258335657,110.05160480161668,107.62066548665365,100.82465799908954
GT01-0010061-0101,24-25,102.62232317243303,115.75025394984654,127.15585288704715,114.56522979736329,113.67165458873119
GT01-0010109-0101,24-25,118.74105725969588,104.54078783307756,103.12893667775535,94.72358907063801,114.1727480621369
GT01-0010108-0210,24-25,102.21378544398716,121.84002467564174,131.65427175772766,122.18955535888671,122.209963855108
GT01-0010008-0801,24-25,122.42760794503349,144.2189211164202,126.35933724506258,114.78729044596355,129.73001002014928
GT01-0010008-2102,24-25,101.52423858642577,112.88729967389787,119.96262395928719,129.94023996988932,107.62245094548253
GT01-0010202-0601,24-25,112.79266030447823,123.19620622907365,110.31338915756567,106.28250935872394,100.48721701507036
GT01-0010505-2202,24-25,95.02518681117465,106.67363630022321,111.75372950332407,109.50299733479818,107.55628656326901
GT01-0010635-0410,24-25,108.89871215820312,96.22758374895368,106.72799392663383,105.30300699869792,109.38232474701645
GT01-0010015-0701,24-25,116.93753269740512,106.70916203090121,110.56814068218952,102.50271657307943,112.8981433089058
GT01-0010655-0314,24-25,91.86814662388392,113.71978868756975,124.959450465514,131.37947794596354,121.61708819589255
GT01-0010122-0106,24-25,104.46679142543248,107.10301317487443,112.98235262359489,122.67664896647135,104.76135403083715
GT01-0010807-0102,24-25,88.03660692487443,98.84994833809989,102.8676671563346,101.03022867838541,106.47970114997598
GT01-0010108-0208,24-25,117.1192158290318,112.72482953752791,125.63953987842193,108.19625803629557,121.21940751648353
GT01-0010221-0201,24-25,108.31902313232422,131.945681980678,135.73976290817083,121.86161499023437,114.46864590857489
GT01-0010123-0201,24-25,102.88345336914062,105.62133026123047,119.02240547416474,107.9339828491211,104.4862241283344
GT01-0010640-0105,24-25,122.76902444022042,120.98287636893136,131.53892711719564,132.15829671223958,120.28673062731332
GT01-0010109-0201,24-25,98.60368456159318,115.70323290143693,119.89115960811087,112.64064178466796,110.82443705546832
GT01-0010056-1301,24-25,102.94281223842076,94.83456093924386,101.013839961555,102.04603424072265,112.47350825624947
GT01-0010807-0301,24-25,93.826662336077,101.8469750540597,102.53829530555234,98.23937733968098,97.34834687695574
GT01-0010113-0605,24-25,119.75454929896762,114.43839045933314,129.7228187209351,122.39205830891927,115.5575645526538
GT01-0010056-0101,24-25,114.72984640938895,125.35087367466517,132.22225013834213,125.31487223307292,114.83879409011432
GT01-0010125-0301,24-25,117.56766727992466,113.2075206211635,105.9516583164122,105.46093292236327,118.01648930805813
GT01-0010113-0304,24-25,107.83120291573661,118.93672289167131,111.57824866141698,121.1905278523763,109.98506710323556
GT01-0010015-1002,24-25,108.3295189993722,122.07700020926339,122.31118658063787,119.19965209960937,113.36806942496513
GT01-0010807-0302,24-25,95.11554173060826,108.38208552769251,105.50060647524084,100.11246185302736,102.0407993189829
GT01-0010056-1003,24-25,87.65051705496651,86.73903220040457,104.36142755996555,102.2526621500651,105.28902326189862
GT01-0010819-1301,24-25,90.51919882638111,86.69790322440011,95.48561683238182,89.79749654134115,86.9517377626311
GT01-0010114-0202,24-25,118.05871364048548,116.67210279192241,124.63366191511696,131.7175506591797,123.15053268581731
GT01-0010218-0101,24-25,106.16664123535156,116.31136104038782,122.86731182434725,118.85423126220702,115.784586781334
GT01-0010014-0102,24-25,128.47113582066126,127.80196489606584,140.6618584898746,130.92354838053387,122.68346249463328
GT01-0010108-0215,24-25,117.12335859026227,119.2111086164202,123.57220025150818,120.32205759684246,109.36344240307527
GT01-0010125-0901,24-25,114.09437779017857,124.4417234148298,123.06900477436503,118.3662836710612,116.69873977188213
GT01-0010108-0201,24-25,116.81359318324498,103.54413604736328,114.13139725315574,119.3288782755534,116.74829381848195
GT01-0010820-0201,24-25,105.85779462541852,102.43868800571985,107.25968023440316,101.6470453898112,105.34803152147764
GT01-0010123-0106,24-25,101.25695473807198,105.6891370500837,101.31768168260567,114.21951497395833,115.45357481387434
GT01-0010056-0302,24-25,110.60805184500558,124.2907213483538,134.33791365102837,130.65021718343098,111.15792067897317
GT01-0010004-0504,24-25,88.0928017752511,74.26992688860211,77.9023434911957,91.9431879679362,78.96276296153171
GT01-0010759-0401,24-25,100.87224687848772,102.04538944789341,115.91420995664006,119.40859375,110.65693671525509
GT01-0010051-4104,24-25,84.80817522321428,78.29535348074776,81.89006007251879,95.82510681152344,81.79108841410192
GT01-0010124-1401,24-25,128.3606294904436,119.10553414481026,120.16671032518366,117.9007781982422,103.42773056584441
GT01-0010558-1101,24-25,116.94207545689173,116.54172515869139,107.02652641831094,115.60194396972656,113.38538525608776
GT01-0010004-1601,24-25,94.16638510567802,104.92857687813895,113.96717122335747,102.45169423421224,94.54602380026869
GT01-0010505-1201,24-25,106.0954371861049,117.35154833112443,122.11745452803025,112.65987548828126,120.22139686727448
GT01-0010860-0304,24-25,107.22730909075055,114.33134678431918,110.0237305730025,115.85922597249349,109.09692355262797
GT01-0010015-0901,24-25,109.91715240478514,130.16243743896484,129.42629024335852,132.8209976196289,118.98482246178484
GT01-0010056-0403,24-25,110.45379638671875,119.51462118966239,136.03124136168827,122.11845906575522,104.64489521494012
GT01-0010101-0114,24-25,118.73258427211215,113.71922520228794,122.56227234314423,121.91614634195963,120.28598412463755
GT01-0010125-0802,24-25,111.53270067487443,124.39520808628626,123.14182761811341,115.35202534993489,112.25659107684099
GT01-0010199-0302,24-25,110.44099971226282,109.12649209158761,103.13394859221121,99.77476196289062,105.27406121433062
GT01-0010001-0905,24-25,88.79736328124999,96.51106698172433,106.46744464408349,86.2182622273763,93.65057097289032
GT01-0010797-0102,24-25,102.12637874058315,103.59177943638392,107.46505426140973,110.22208557128906,109.61053455795924
GT01-0010008-0901,24-25,124.77282060895647,131.2764620099749,112.64427874707434,112.47996826171875,119.65128913696616
GT01-0010113-0507,24-25,112.8687973022461,114.3306448800223,124.06914004943394,114.11834055582682,113.51532672102363
GT01-0010594-1201,24-25,112.03950064522878,116.2077178955078,107.35220469758445,116.59916381835939,118.56657948688307
GT01-0010031-0104,24-25,103.75530896868023,117.44664328438894,129.47759429337341,124.17354024251301,107.27578404589954
GT01-0010004-1101,24-25,111.955572945731,101.40050615583147,112.93642502150692,116.70608469645182,92.98444523558936
GT01-0010594-1801,24-25,100.62604740687779,117.17140851702008,107.62988792333486,115.94506225585938,119.81232842892348
GT01-0010114-0208,24-25,114.62282780238559,119.97945840018136,125.38444546104489,133.12466684977213,115.08367939944118
GT01-0010567-0401,24-25,122.940434047154,114.3535406930106,109.74898454648222,109.13477325439453,104.84527569699429
GT01-0010635-0415,24-25,102.3715079171317,111.69667271205357,109.25756400298127,109.7955067952474,98.97805664144441
GT01-0010127-0601,24-25,103.51421465192522,99.4408961704799,107.62165187493424,96.30148061116537,96.74353929709031
GT01-0010108-0206,24-25,113.61111777169363,103.21539306640625,108.5631841426429,127.60474344889323,123.60990469196396
GT01-0010112-1801,24-25,115.8615733555385,104.00082833426339,123.71410799130778,121.46832580566407,114.05463191820364
GT01-0010207-0601,24-25,112.0879407610212,127.17892783028738,130.42474509677268,128.57243957519532,96.67098549035934
GT01-0010199-0303,24-25,104.88361576625279,115.19810594831193,113.47421093689829,99.86753590901694,92.8405354401595
GT01-0010015-0702,24-25,93.25114549909318,102.8042504446847,108.71891864826051,119.18732198079428,107.85235679572656
GT01-0010059-0301,24-25,114.1285465785435,142.03936113630022,140.54854822156136,141.3274912516276,110.19692745634045
GT01-0010907-0302,24-25,107.13171277727399,85.69801221575055,111.00213879232675,109.28196207682292,97.75501639557226
GT01-0010104-0403,24-25,120.24262019566126,123.07759094238281,121.59937912063123,119.18038177490234,110.02568229693237
GT01-0010381-0101,24-25,89.81521061488559,102.04627663748605,93.16169985990456,93.3261205037435,98.00722282747004
GT01-0010105-0101,24-25,98.59007590157644,90.60735321044922,96.63340106428689,86.67879028320313,104.40753486189486
GT01-0010008-3001,24-25,124.0789358956473,123.80975123814173,123.40015958612003,117.96587778727213,124.71143174064369
GT01-0010055-0701,24-25,111.11945234026227,123.09392002650668,127.81578973981917,125.27924346923827,117.72535198261362
GT01-0010505-1102,24-25,106.72915213448661,126.71465519496373,120.1584075448265,114.95248209635417,122.97381848280929
GT01-0010005-0604,24-25,106.19186619349888,114.08076804024833,120.32740483506599,116.49499053955077,109.0346482737894
GT01-0010108-0108,24-25,117.71410805838447,123.62639944893974,119.7548279403655,114.0085932413737,104.66861657959326
GT01-0010106-0503,24-25,97.09226989746092,93.57202802385602,102.73145159205701,101.12560272216795,93.39273890491891
GT01-0010550-0801,24-25,88.72184099469865,86.86579023088727,99.07229111215824,100.83124033610025,113.09836613334042
GT01-0010123-0307,24-25,117.82498277936664,124.14367021833147,138.87763447249216,132.8201924641927,111.87623167232844
GT01-0010205-0202,24-25,83.73644256591795,90.86235046386719,98.49205588488903,96.46593882242838,81.94607565800663
GT01-0010558-0601,24-25,125.65612683977398,117.22767530168807,110.189615112512,111.57805836995443,118.67364043751753
GT01-0010674-0502,24-25,83.80720955984933,106.08787754603793,109.98303413696522,84.96603749593098,93.78564212758513
GT01-0010111-0601,24-25,121.13335527692522,121.94878932407923,121.76756477259723,122.33910013834635,113.94265205553883
GT01-0010004-3001,24-25,87.85055324009487,106.51795523507253,112.35989517282782,105.00488993326823,93.8626469033507
GT01-0010110-0101,24-25,120.12553405761719,121.87223706926618,114.88848142060026,125.91667124430337,111.3436486105955
GT01-0010122-0108,24-25,102.0182625906808,111.29627772739954,107.59264345229484,121.47425384521485,96.70985844614962
GT01-0010004-1701,24-25,89.38350568498883,114.23833683558871,110.33314037640528,129.5554992675781,122.04902081498611
GT01-0010015-0401,24-25,113.5607692173549,109.20158277239118,104.96071152970677,105.58396504720052,101.89794130259726
